off topic,in_atlas,groupname,title,keywords,topics,date,originator,publisher,links,Still Public?,Dataset Email,Group,Agency
,f,Sacramento River Watershed Data,Final Cow Creek Watershed Assessment,Cow Creek watershed assessment,Creeks Watershed Inland Waters,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Fisheries Resources Affected by Whiskeytown Dam Diversions 1960,fisheries  dam diversions restoration  Whiskeytown dam,Economy Inland Waters Dams Fisheries Natural Resources,1/1/2010,,Sacramento River Watershed Program California Department of Fish and Wildlife,http://swim.sacriver.org/documents/00000219/Rpt_FisheriesResources_Affected_by_WhiskeytownDam_Diversions_Mar60.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Fish Salvage Problems in Relation to Shasta Dam 1940,fisheries  chinook restoration  1940  Shasta Dam  fish,Dams Inland Waters Natural Resources Fisheries Economy,1/1/2010,,"United States Fish and Wildlife Service, California & Nevada Region (Region 8) Sacramento River Watershed Program",http://swim.sacriver.org/documents/00000178/BureauOfFisheries_Investigation_FishSalvageProblems_ShastaDam_1940.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,French Gulch Area Fuels Reduction Management Plan 2003,French Gulch fuels management  fuel,Planning & Cadastre Planning & Development,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000198/FrenchGulch_Area_FuelsReduction_MngmtPlan.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Grizzly Flats Area Parcel Maps,Grizzly Flats  parcel map,Land Ownership & Easements Land cover Planning & Cadastre Parcel boundaries Base map Base Maps,1/1/2010,,Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Grizzly Flats  Community Action Plan Analysis and Recommondations,fire districts Grizzly Flats,Environment Planning & Development Planning & Cadastre Environmental hazards Districts Boundaries,1/1/2010,,Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000047/grizzly_flats_cap_april_2004-doc.doc ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Grizzly Flats Community Wildfire Protection Plan,fire protection  fire  Grizzly Flats wildfire,Environment Planning & Development Boundaries Planning & Cadastre Environmental hazards Districts,1/1/2010,,Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000031/cwpp_grizzly_flats_2006-01-web.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Grizzly Flats Wildfire Evacuation and General Preparedness Plan,Grizzly Flats  evacuation Wildfire  fire  fire preparedness,Planning & Cadastre Environment Planning & Development Environmental hazards,1/1/2010,,Eldorado County Firesafe Council Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000048/grizzly_flats_cap_evacuation-doc.doc ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Groundwater Management Plan for the Redding Groundwater Basin 1998,groundwater,Planning & Development Geoscientific Groundwater Planning & Cadastre,1/1/2010,,Shasta County Water Agency Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000222/Groundwater_Mngmt_Plan_ReddingGWBasin_Nov98.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Headwaters Sacramento River Ecosystem Analysis,shotgun-slate usda forest service shasta-trinity national forest watershed analyis shotgun slate,Inland Waters Rivers Biota Habitat Ecology Watershed,1/1/2010,,"US Forest Service, Shasta McCloud Management Unit Sacramento River Watershed Program",http://swim.sacriver.org/documents/00000015/HeadwatersSacramentoRiverEcosystemAnalysisJanuary_2001_Version_2.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Horse Owners Guide to Water Quality Protection,source pollution conservation practice enviromental protection manure horses management ground water,Biological sciences Geoscientific Environment Pollution Biota Conservation Groundwater,1/1/2010,,Sacramento River Watershed Program Council of Bay Area Resource Conservation Districts,http://swim.sacriver.org/documents/00000013/HorseOwnersGuideToWaterQualityProtection.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Hydrology Geomorphology And Historic Channel Changes Of Lower Cottonwood Creek,restoration  historic  erosion control,Hydrology Inland Waters Geoscientific Erosion,1/1/2010,,Graham Matthews and Associates Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,"Integrated Regional Water Management Plan, Upper Feather River, California, Volume 1",water planning water management,,1/1/2010,County of Plumas Ecosystem Sciences Foundation,,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Integrating Geomorphic Process in Riparian and Stream Restoration 2001,geomorphic restoration fisheries  stream restoration,Economy Inland Waters Natural Resources Fisheries,1/1/2010,,CH2MHill Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000220/Integrating_GeomorphicProcess_in_Riparian_and_StreamRestoration.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Juvenile Chinook Habitat Use in Lower Clear Creek 2003,restoration fisheries  fish  Chinook,Fisheries Natural Resources Economy Floods Biota Habitat Inland Waters,1/1/2010,,"United States Fish and Wildlife Service, California & Nevada Region (Region 8) Sacramento River Watershed Program",http://swim.sacriver.org/documents/00000149/USFWS_Juvenile_Chinook_HabitatUse2003.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Kilarc Reservoir Stocking Record 1951 Through 1984,stocking record fishes  Kilarc Reservoir  fish,Fisheries Natural Resources Biota Economy,1/1/2010,,California Department of Fish and Wildlife Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000215/KilarcReservoir_StockingRecord_57-84.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Kilarc Reservoir Stocking Record 1985 Through 1999,fish  stocking record  Kilarc Reservoir fishes,Fisheries Natural Resources Economy Biota,1/1/2010,,Sacramento River Watershed Program California Department of Fish and Wildlife,http://swim.sacriver.org/documents/00000185/KilarcReservoir_StockingRecord_85-99.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lakehead Strategic Fuel Reduction Plan 2004,fuels management,Planning & Development Planning & Cadastre Land use,1/1/2010,,Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000190/Lakehead_Strategic_FuelRedPlan03-2004.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Little Chico Creek Watershed Existing Conditions Report,watershed management land use sacramento river husa ranch reliable water supply act little chico creek m&t ranch gravel mine proposition 204 existing conditions report deer creek rock gravel mine fish and wildlife humboldt road burn dump chico general plan clean california state university butte county chico water quality vegetation the safe teichert pond,Vegetation Watershed Planning & Development Environment Inland Waters Biota Land use Water quality Planning & Cadastre,1/1/2010,,Geological and Environmental Sciences Department Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000024/LittleChicoCreekFinalECRFullDocument.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Cache Creek Resources Management Plan,water resources management recreation water resources,Creeks Inland Waters Recreation Society,1/1/2010,,Yolo County Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000114/CCRMPfnl.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Adaptive Management Forum Report 2003,adaptive management Clear Creek,Creeks Inland Waters,1/1/2010,,"Sacramento River Watershed Program United States Fish and Wildlife Service, California & Nevada Region (Region 8)",http://swim.sacriver.org/documents/00000144/LCC_AdaptiveManagementForum_Rpt2003.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Area Mercury Geochemistry,usgs turbidity methylmercury mercury concentrations shasta county tailings mercury clear creek gold mining aggregate mining alluvial gravel,Mineral Geoscientific Natural Resources Mineral hazards Inland Waters Geochemistry Economy,1/1/2010,,Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000061/PreliminaryReportOnMercuryGeochemistryInLowerClearCreekArea.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Bedload Transport Measurements Water Year 1998,bedload transport  Clear Creek restoration fisheries,Economy Water distribution Inland Waters Natural Resources Utilities & Communication Fisheries,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000172/LCC_Bedload_Transport_Measurements_WY1998_Nov99.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Concepts Relevant to Flushing Flows 1999,Clear Creek  flows fisheries restoration,Fisheries Natural Resources Economy Inland Waters,1/1/2010,,"United States Fish and Wildlife Service, California & Nevada Region (Region 8) Sacramento River Watershed Program",http://swim.sacriver.org/documents/00000124/LCC_Concepts_Relevant_to_FlushingFlows_Aug99.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Erosion Inventory Final Report 1998,Clear Creek erosion inventory,Geoscientific Inland Waters Erosion,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000147/LCC_ErosionInventory_FinalReport_Mar98.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Fishery Study Instream Flow Needs Data 1985,In stream flow needs restoration fisheries  Clear Creek,Inland Waters Fisheries Natural Resources Economy,1/1/2010,,California Department of Water Resources Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000154/LCC_FisheryStudyAppndx_InstreamFlowNeedsData_Jun85.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Floodway 2002 Riparian Vegegation Monitoring Report,fisheries restoration  floodway  re-vegetation,Fisheries Natural Resources Vegetation Floods Economy Biota Inland Waters,1/1/2010,,Lower Clear Creek Floodway Rehabilitation Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000216/LCC_Floodway_2002Ripar_Veg_MonitoringRpt.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Floodway Aggregate Feasibility Study 2002,fisheries  feasibility study restoration  floodway,Creeks Inland Waters Natural Resources Fisheries Floods Economy,1/1/2010,,Lower Clear Creek Floodway Rehabilitation Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000182/LCC_Floodway_AggrFeasibilityStudy_Jan02.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek FloodwayRehabPrj CEQA NEPA AssessNov99,CEQA  Clear Creek restoration  floodway fisheries  creek rehabilitation  NEPA,Inland Waters Natural Resources Fisheries Economy Floods,1/1/2010,,Lower Clear Creek Floodway Rehabilitation Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000151/LCC_FloodwayRehabPrj_CEQA_NEPA_AssessNov99.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Hydraulic Analysis at Whiskeytown Dam,restoration  hydraulic analysis  Clear Creek  Whiskeytown dam fisheries,Economy Fisheries Natural Resources Hydrology Dams Inland Waters,1/1/2010,,United States Bureau of Reclamation Bureau of Reclamation Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000134/LCC_HydraulicAnalysis_at_WhiskeytownDam_Oct99.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Mercury Synthesis Data Summary Report 2005,Clear Creek  Mercury fisheries restoration,Economy Creeks Inland Waters Watershed Fisheries Mineral hazards Natural Resources Geoscientific,1/1/2010,,Sacramento River Watershed Program Western Shasta Resource Conservation District,http://swim.sacriver.org/documents/00000203/LCC_MercurySynthesis_DataSumm_Report_Dec05.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Phase1 MonitoringReport SEP03,Clear Creek restoration fisheries,Floods Habitat Biota Inland Waters Natural Resources Fisheries Wetland Economy,1/1/2010,,Lower Clear Creek Floodway Rehabilitation Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000164/LCC_Phase1_MonitoringReport_SEP03.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Procedure for Determining Flows to Maintain Chinook Redds 1997,Clear Creek  creek flows  Chinook restoration  Chinook Redds fisheries,Fisheries Watershed Natural Resources Inland Waters Biota Creeks Economy,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000187/LCC_Proced_Determining_Flows_ChinookRedds_Jan97.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Riparian Revegetation Monitoring Report March 2004,re-vegetation  floodway restoration fisheries,Inland Waters Vegetation Natural Resources Fisheries Economy Floods Creeks Biota,1/1/2010,,Lower Clear Creek Floodway Rehabilitation Project Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek RiparianReveg MonitoringReport 2004,riparian  re-vegetation restoration  floodway  Clear Creek fisheries,Inland Waters Natural Resources Vegetation Fisheries Floods Economy Biota Creeks,1/1/2010,,Sacramento River Watershed Program Lower Clear Creek Floodway Rehabilitation Project,http://swim.sacriver.org/documents/00000122/LCC_RiparianReveg_MonitoringRpt_2004.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Riparian Wetland Habitat Restoration Plan 1999,Riparian restoration  Clear Creek wildlife,Inland Waters Wetland Habitat Wildlife Biota,1/1/2010,,North State Resources Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000188/LCC_Riparian_WetlandHabitat_RestorPlan_Nov99.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Sediment Budget Report,Clear Creek  sediment erosion inventory,Erosion Inland Waters Soils Geoscientific,1/1/2010,,Natural Resources Conservation Service Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000221/LCC_Sediment_Budget_Report_NRCS.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Spawning Area Mapping 2000 to 2003,fisheries  spawn restoration  Clear Creek  spawning,Economy Creeks Inland Waters Fisheries Natural Resources,1/1/2010,,"United States Fish and Wildlife Service, California & Nevada Region (Region 8) Sacramento River Watershed Program",http://swim.sacriver.org/documents/00000119/USFWS_SpawningArea_Mapping_Abstract2000-03.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Strategic Fuels Reduction Plan 2000,fuel fuels management  Clear Creek,Creeks Inland Waters,1/1/2010,,United States Bureau of Land Management Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000141/LCC_StrategicFuelsReductionPlan_2000.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Tech Memo Comparison Existing Design 100Yr Flood Inundated Area 1999,flood inundation restoration fisheries  Clear Creek,Elevation Inland Waters Natural Resources Watershed Fisheries Floods Economy Creeks,1/1/2010,,Lower Clear Creek Floodway Rehabilitation Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000142/LCC_TechMemo_Comparison_ExistingDesign_100YrFlood_InundatedArea_Aug99.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Tech Memo Comparison Existing Design 100Yr Flood Inundated Area - Review,floodway  flood inundated area  Clear Creek restoration fisheries,Economy Floods Creeks Elevation Inland Waters Fisheries Natural Resources,1/1/2010,,Lower Clear Creek Floodway Rehabilitation Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000210/LCC_REVIEW_TechMemo_Comparison_ExistingDesign_100YrFld_InundArea_Aug99.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek TechMemo Hydrologic and Hydraulic Analyses Existing Conditions 1999,hydrologic restoration fisheries  TechMemo  Clear Creek  hydraulic,Natural Resources Fisheries Water distribution Hydrology Inland Waters Creeks Economy Utilities & Communication,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000183/LCC_TechMemo_Hydrologic_and_HydraulicAnalyses_ExtistingConditions_May99.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Watershed Analysis 1996,watershed assessment  Clear Creek,Watershed Dams Inland Waters Creeks,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000060/LowerClearCreek_WatershedAnalysis_Jan96.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Clear Creek Watershed Management Plan 1998,watershed management,Watershed Inland Waters Creeks,1/1/2010,,Sacramento River Watershed Program Western Shasta Resource Conservation District,http://swim.sacriver.org/documents/00000010/LCC_WatershedManagementPlan_Sep98.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower McCloud River Watershed Analysis 1998,watershed assessment,Rivers Watershed Inland Waters,1/1/2010,,US Forest Service Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000174/LowerMcCloudRiver_WatershedAnalysis_Mar98.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Lower Putah Creek Watershed Management Action Plan Phase IResource Assessments,land use weeds water quality wildlife geomorphology fisheries,Land use Wildlife Biota Economy Watershed Fisheries Natural Resources Inland Waters Environment Planning & Development Water quality Planning & Cadastre,1/1/2010,,Lower Putah Creek Coordinating Committee Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000110/Lower_Putah_WMAP_Chs_5-7.pdf http://swim.sacriver.org/documents/00000110/Lower_Putah_WMAP_Chs1-4.pdf http://swim.sacriver.org/documents/00000110/Lower_Putah_WMAP_Chs_8-Appendices.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,McCloud Arm Watershed Assessment 1998,watershed assessment,Watershed Inland Waters,1/1/2010,,US Forest Service Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000202/McCloudArm_WatershedAssessment_USFS.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,McCloud Flats Ecosystem Analysis,management mc cloud aquatic conservation strategy forest service northern spotted owl old growth related species habitat watershed bureau of land management,Watershed Inland Waters Biota Habitat Ecology,1/1/2010,,"US Forest Service, Shasta McCloud Management Unit Sacramento River Watershed Program",http://swim.sacriver.org/documents/00000023/McCloudFlatsEcosystemAnalysis.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,McCormick Saeltzer Dam Sediment Transport 1997,restoration  dam,Fisheries Dams Inland Waters,1/1/2010,,Natural Resources Conservation Service Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000156/McCormick_SaeltzerDam_SedimentTrans_Mar97.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,"Mercury Geochemistry of Gold Placer Tailings, Sediments, Bedrock, and Waters in the Lower Clear Creek Area, Shasta County, California â Report of Investigations",alluvial gravel aggregate mining gold mining clear creek tailings shasta county mercury methylmercury mercury concentrations usgs turbidity,Economy Geoscientific Watershed Soils Natural Resources Mineral Geology Inland Waters,1/1/2010,,Sacramento River Watershed Program US Geological Survey,http://swim.sacriver.org/documents/00000032/MercuryGeochemistryInLowerClearCreekArea.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Middle Creek Erosion and Sediment Control Study 1993,erosion inventory middle creek,Inland Waters Creeks Erosion Geoscientific,1/1/2010,,Middle Creek Erosion and Sediment Control Study Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000193/ErosionSediment_ContrlStudy_MiddleCrkWS_Feb93.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Middle Creek Erosion and Sediment Control Study Federal 319H for the SWRCB,erosion inventory,Erosion Inland Waters Geoscientific,1/1/2010,,Natural Resources Conservation Service Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000195/MiddleCreek_ErosionSediment1994.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Middle Creek Watershed Strategic Wildfire Defense Plan,chinook salmon chaparral shasta county fuelbreak shasta state historic park knobcone pine gold mining wintu soil conservation service,Biota Planning & Cadastre Geoscientific Habitat Parks Environment Environmental hazards Society Planning & Development Soils Recreation Mineral resources,1/1/2010,,Shasta Land Management Consultants Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000037/MiddleCreekWatershedStrategicWildfireDefensePlan.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,New Concepts for Meadow Restoration in the Northern Sierra Nevada,restoration meadow geomorphology surface waters,Geoscientific Inland Waters Erosion,1/1/2010,,Feather River Coordinated Resource Management,http://swim.sacriver.org/documents/00000074/FRCRM_New_Restoration_Concepts.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Oak Run Creek Stocking Record 1948 Through 1971,fishes fish fish records oak run creek fish stocking,Habitat Economy Fisheries Biota Natural Resources,1/1/2010,,California Department of Fish and Wildlife Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000173/Cow_OakRunCreek_StockingRecord_48-71.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Old Cow Creek Stocking Record 1983 Through 1999,fish stocking fish records cow creek fishes fish,Natural Resources Inland Waters Economy Habitat Fisheries Biota,1/1/2010,,Sacramento River Watershed Program California Department of Fish and Wildlife,http://swim.sacriver.org/documents/00000225/Cow_OldCowCreek_StockingRecord_83-99.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Pacific Forest and Watershed Lands Stewardship Council Land Conservation Plan,pacific forest land conservation,Planning & Development Land use Environment Conservation Land cover Inland Waters Planning & Cadastre Imagery-Base Maps-Land Cover Forest Watershed,1/1/2010,,Stewardship Council Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Physical and Hydrological Characterization of Clark's Meadow,stream stabilization restoration meadow geomorphology,Erosion Hydrology Biota Ecology Habitat Geoscientific Inland Waters,1/1/2010,,Clarks Creek Restoration Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000028/2008-02-01MountainMeadowReport.doc ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Pit RCD Watershed Management Strategy 2006,fulcher dam bureau of land management big valley bacigalupi ranch ash valley deforrest ranch project lassen county mason ranch juniper expansion gould project river erosion pit river modoc county water quantity round valley stream erosion,Inland Waters Planning & Development Water quality Watershed Planning & Cadastre,1/1/2010,,Pit River Resource Conservation District Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000046/PitRCDStrategy_121406.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,"Pit RCD Watershed Management Strategy, Prioritizing Management Actions to Improve Watershed Conditions",deforrest ranch project gould project bureau of land management big valley ash valley bacigalupi ranch fulcher dam mason ranch juniper expansion lassen county stream erosion round valley water quantity river erosion pit river modoc county,Watershed Water quality Inland Waters,1/1/2010,,Pit River Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Pit River Fish Survey 2002,modoc sucker restoration fish,Biota Fisheries Economy Habitat Inland Waters Rivers Natural Resources,1/1/2010,,"Sacramento River Watershed Program United States Fish and Wildlife Service, California & Nevada Region (Region 8)",http://swim.sacriver.org/documents/00000176/PitRiver_Fish_Survey_2002.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Pit River Water Quality Study Summary 2001 to 2002,water quantity,Environment Water quality Inland Waters,1/1/2010,,Central Valley Regional Water Quality Control Board Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000165/PitRiver_WQ_Study_Summary2001-2002.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Potential for Rehabilitating Salmonid Habitat in Clear Creek 1984,clear creek 1984  salmon restoration,Fisheries Biota Habitat,1/1/2010,,California Department of Fish and Wildlife Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000191/Potential_for_Habitat_ClearCreek1984.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Preliminary Water Quality Assessment of Cow Creek Tributaries 2000,cow creek,Creeks Environment Inland Waters Recreation Society Water quality Biota Habitat,1/1/2010,,"United States Fish and Wildlife Service, California & Nevada Region (Region 8) Sacramento River Watershed Program",http://swim.sacriver.org/documents/00000155/Prelim_WaterQual_Assessment_CowCrkTribs_May00.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Quantifying Stream-Aquifer Interactions through the Analysis of Remotely Sensed Thermographic Profiles and In Situ Temperature Histories,stream restoration meadow geomorphology,Imagery Geoscientific Imagery-Base Maps-Land Cover Remotely sensed Inland Waters Erosion Watershed,1/1/2010,,Big Flat Meadow Restoration Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000016/2006-03-13StanfordEST.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Recovery Plan for the Sacramento San Joaquin Delta Native Fishes 1995,restoration,Inland Waters Delta Biota Fisheries,1/1/2010,,"United States Fish and Wildlife Service, California & Nevada Region (Region 8) Sacramento River Watershed Program",,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Red Clover McReynolds Creek Restoration,fuels management,,1/1/2010,,,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Red Clover/McReynolds Creek Restoration Project Monitoring Location Map,meadow creek geomorphology restoration,Planning & Development Erosion Inland Waters Creeks Land use Planning & Cadastre Geoscientific Watershed,1/1/2010,,Red Clover Mc Reynolds Creek Restoration Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000101/RCMonitoringLocation_Map.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
